path,specialist_pass,review_treatment,review_result,role,material_symbols_or_sections,callers_or_registration,downstream_consumers,config_or_reachability,failure_or_fallback,supporting_files_examined,open_questions,notes
home-mixer/query_hydrators/followed_starter_packs_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates the viewer's followed starter-pack bitset (20 packs).,FollowedStarterPacksQueryHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S17,enable()=enable() present; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,One of 17 query hydrators; all run concurrently via join_all.
home-mixer/query_hydrators/user_installed_apps_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates viewer's installed-apps signal.,UserInstalledAppsQueryHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S17,enable()=enable() present; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,One of 17 query hydrators; all run concurrently via join_all.
home-mixer/query_hydrators/explicit_engagement_signals_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates explicit engagement-signal aggregates for the viewer.,ExplicitEngagementSignalsQueryHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S17,enable()=enable() present; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,One of 17 query hydrators; all run concurrently via join_all.
home-mixer/query_hydrators/implicit_engagement_signals_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates implicit engagement-signal aggregates for the viewer.,ImplicitEngagementSignalsQueryHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S17,enable()=enable() present; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,One of 17 query hydrators; all run concurrently via join_all.
home-mixer/query_hydrators/impression_bloom_filter_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"query_hydrator: Hydrates a bloom-filter representation of recently-impressed posts, used for probabilistic already-seen checks.",ImpressionBloomFilterQueryHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S17,enable()=enable() present; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,One of 17 query hydrators; all run concurrently via join_all.
home-mixer/query_hydrators/ip_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates IP-derived geolocation info for the viewer.,IpQueryHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S17,enable()=enable() present; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,One of 17 query hydrators; all run concurrently via join_all.
home-mixer/query_hydrators/user_inferred_gender_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates an inferred-gender label/score for the viewer.,UserInferredGenderQueryHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S17,enable()=enable() present; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,One of 17 query hydrators; all run concurrently via join_all.
home-mixer/sources/thunder_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"source: In-network source: recent posts from accounts the viewer follows, served from Thunder's in-memory store.",ThunderSource,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S03;S04;S05;S07,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,README-documented
home-mixer/sources/tweet_mixer_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Undocumented OON candidate source via TweetMixer client.,TweetMixerSource,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S03;S04;S05;S07,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,NOT in README's candidate-source list (S01-F003)
home-mixer/sources/simclusters_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: OON source via SimClusters ANN client; wraps a CoreDataCandidateHydrator clone for self-hydration.,SimclustersSource,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S03;S04;S05;S07,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,README-documented; SimClusters wiring confirmed (S01-F003/S00-C043)
home-mixer/sources/phoenix_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: OON retrieval via Phoenix retrieval model (embedding nearest-neighbor).,PhoenixSource,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S03;S04;S05;S07,enable()=gated (3 enable checks); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,README-documented
home-mixer/sources/phoenix_topics_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Undocumented topic-scoped Phoenix retrieval source.,PhoenixTopicsSource,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S03;S04;S05;S07,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,NOT in README's candidate-source list (S01-F003)
home-mixer/sources/phoenix_moe_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Undocumented Phoenix 'mixture of experts' retrieval source.,PhoenixMOESource,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S03;S04;S05;S07,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,NOT in README's candidate-source list (S01-F003)
home-mixer/sources/cached_posts_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Returns query.cached_posts directly for the cached-post request path (has_cached_posts).,CachedPostsSource,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S03;S04;S05;S07,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,supports cached-post alternate request mode
home-mixer/candidate_hydrators/in_network_candidate_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Marks candidates as in-network based on followed-user-id membership.,InNetworkCandidateHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/core_data_candidate_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates core tweet text/metadata via TES; failure feeds CoreDataHydrationFilter's removal criterion.,CoreDataCandidateHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); ReverseChronPostsPipeline (ReverseChronPostsPipeline::build); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients, ReverseChronPostsPipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/quote_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates quoted-post data for quote-tweet candidates.,QuoteHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/media_info_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates media (image/video) metadata.,MediaInfoHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/subscription_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates subscriber-only post eligibility data; feeds IneligibleSubscriptionFilter.,SubscriptionHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/gizmoduck_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates author account state (Gizmoduck) for each candidate.,GizmoduckCandidateHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/blocked_by_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates whether the candidate's author blocks the viewer.,BlockedByHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/filtered_topics_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates topic-filtering context via Strato.,FilteredTopicsHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/language_code_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates detected language code for the candidate's text.,LanguageCodeHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/engagement_counts_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates fav/reply/retweet/quote/view/bookmark counts.,EngagementCountsHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S05,enable()=gated (2 enable checks); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/semantic_id_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates hash-based semantic-ID embeddings for the candidate.,SemanticIdHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/filters/drop_duplicates_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes the same post returned by more than one source.,DropDuplicatesFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/core_data_hydration_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes posts whose core text/metadata failed to hydrate.,CoreDataHydrationFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/age_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"filter (pre-scoring): Removes posts older than MAX_POST_AGE (48h, home-mixer/params/config.rs).",AgeFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/self_tweet_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes the viewer's own posts.,SelfTweetFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/oon_retweet_reply_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes OON reposts/replies and replies with a missing parent.,OONRetweetReplyFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/oon_nsfw_simclusters_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes SimClusters-sourced posts from adult-flagged unfollowed authors.,OONNsfwSimclustersFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/retweet_deduplication_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes repeated reposts of the same underlying post.,RetweetDeduplicationFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/ineligible_subscription_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes subscriber-only posts the viewer cannot access.,IneligibleSubscriptionFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/previously_seen_posts_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes posts already shown to the viewer (primary record).,PreviouslySeenPostsFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/previously_served_posts_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes posts already served earlier in the session.,PreviouslyServedPostsFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/muted_keyword_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes posts matching the viewer's muted keywords.,MutedKeywordFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
